customer_id,full_name,age,gender,location,customer_membership
401,Mary Thompson,54,Female,Mont-Tremblant,Basic
402,Johnny Webster,19,Male,Toronto,Basic
403,Jerry Glass,24,Male,Vancouver,Basic
404,Madison Weber,63,Female,Quebec City,Basic
405,Mark Hernandez,30,Male,Whistler,Platinum
406,Jeremy Turner,44,Male,Vancouver,Basic
407,Anthony Romero,27,Male,Toronto,Silver
408,Jesse Brown,34,Male,Victoria,Basic
409,Billy Lin,32,Male,Vancouver,Basic
410,Lisa Hunter,59,Female,Montreal,VIP
411,Kristen Conner,54,Female,Whistler,Basic
412,Joanna Pacheco,19,Female,Victoria,Basic
413,Erica Alvarez,42,Female,Toronto,Basic
414,Antonio Garcia,23,Male,Montreal,Basic
415,Gwendolyn Klein,37,Female,Kelowna,Basic
416,Carrie Wright,24,Female,Mont-Tremblant,VIP
417,Jeffrey Mills,64,Male,Toronto,Basic
418,Jacqueline Campbell,33,Female,Quebec City,Basic
419,George Harper,47,Male,Vancouver,Silver
420,Maria Jones,44,Female,Vancouver,Basic
421,Meghan Mitchell,59,Female,Quebec City,Basic
422,Mary Escobar,42,Female,Banff,Basic
423,Gavin Aguilar,33,Male,Quebec City,Basic
424,Hannah Ponce,19,Female,Quebec City,Gold
425,Jenna Larson,25,Female,Toronto,Platinum
426,Emily Bennett,28,Female,Vancouver,Gold
427,Robert Santiago,31,Male,Vancouver,Platinum
428,Parker Jennings,36,Male,Vancouver,Basic
429,Matthew Henderson,27,Male,Vancouver,Basic
430,Heidi White,58,Female,Calgary,Basic
431,Travis Tucker,48,Male,Vancouver,Platinum
432,Brenda Jones,49,Female,Quebec City,Basic
433,Ashley Wise,50,Female,Montreal,Silver
434,Stephen Johnson,43,Male,Halifax,Basic
435,Pamela Anderson,57,Female,Vancouver,Basic
436,Christopher Guerra,52,Male,Quebec City,Basic
437,Rhonda Martin,54,Female,Vancouver,Basic
438,Jason Rhodes,52,Male,Montreal,Basic
439,Jill Mitchell,29,Female,Winnipeg,Platinum
440,Joann Ferguson,56,Female,Montreal,Basic
441,Rhonda Harrison,27,Female,Toronto,Basic
442,Jacob Valentine,54,Male,Quebec City,Basic
443,Julia Campbell MD,26,Female,Montreal,Basic
444,Vincent Montoya,73,Male,Toronto,Basic
445,Brenda Wright,47,Female,Vancouver,Basic
446,Shane Spencer,24,Male,Toronto,Basic
447,Sarah Rosales,50,Female,Toronto,Silver
448,Phillip Nelson,69,Male,Montreal,Gold
449,Charles Kim,53,Male,Ottawa,Basic
450,Daniel Hayes,31,Male,Vancouver,VIP
451,Alexander Brown,30,Male,Montreal,Basic
452,David Vang,27,Male,Calgary,Basic
453,Alfred Galvan,61,Male,Vancouver,Basic
454,Matthew Moody,74,Male,Toronto,Gold
455,Donna Gallegos,21,Female,Vancouver,Silver
456,Charles Thornton,30,Male,Toronto,Gold
457,Abigail Miller,25,Female,Whistler,Silver
458,Ruben Dunn,40,Male,Vancouver,Basic
459,Kelsey Rodriguez,44,Female,Winnipeg,Silver
460,Elizabeth Williams,49,Female,Toronto,Basic
461,Riley Bryant,45,Male,Kelowna,Basic
462,Susan Carlson,48,Female,Vancouver,VIP
463,Kaylee Allen,63,Female,Ottawa,Basic
464,Jessica Mendez,40,Female,Montreal,Silver
465,Jason Beck,57,Male,Toronto,Basic
466,Vanessa Jones,22,Female,Halifax,Platinum
467,Katie Mcneil,43,Female,Vancouver,Basic
468,Jeanette Harrison,49,Female,Toronto,Basic
469,William King,35,Male,Montreal,Basic
470,Richard Cooper,54,Male,Banff,Basic
471,Lori Ingram,31,Female,Ottawa,VIP
472,Gary Williams,34,Male,Toronto,Basic
473,Robin Thompson,25,Female,Toronto,Silver
474,John Dominguez,52,Male,Toronto,Gold
475,Robin Brown,53,Female,Mont-Tremblant,Basic
476,Jimmy Carter,49,Male,Toronto,Gold
477,Curtis Williams,61,Male,Toronto,Basic
478,Jose Hays,28,Male,Vancouver,Basic
479,David Mullins,33,Male,Toronto,Basic
480,Howard Norman,44,Male,Toronto,Basic
481,Gary Martinez,69,Male,Vancouver,VIP
482,Steve Paul,40,Male,Montreal,Silver
483,Jasmine Beltran,37,Female,Toronto,Basic
484,Kathleen Glass,46,Female,Banff,Basic
485,Rebecca Acosta,20,Female,Toronto,Basic
486,Lindsey Short,61,Female,Edmonton,Platinum
487,Erica Miller,34,Female,Toronto,Basic
488,Elizabeth Morrison,61,Female,Ottawa,Basic
489,Michael Bell,74,Male,Winnipeg,Platinum
490,Sergio Gomez,31,Male,Toronto,Basic
491,Mr. William Gould Jr.,35,Male,Banff,Basic
492,Heidi Owen,61,Female,Toronto,Basic
493,Tiffany Thomas,56,Female,Kelowna,Basic
494,Richard Johnson,22,Male,Vancouver,VIP
495,Richard Diaz,60,Male,Quebec City,Basic
496,Latoya Jacobs,73,Female,Vancouver,Basic
497,Travis Watson,54,Male,Toronto,Silver
498,Laura Moreno,30,Female,Toronto,Basic
499,Marie Wright,48,Female,Niagara Falls,Basic
500,Noah Porter,63,Male,Quebec City,VIP
501,Kristina Green,55,Female,Montreal,Basic
502,Jeremy Davies,32,Male,Ottawa,Basic
503,Thomas Henry,24,Male,Montreal,Basic
504,Samuel Hayes,36,Male,Toronto,Basic
505,Jeremy Miller,32,Male,Toronto,Basic
506,Sarah Flores,31,Female,Vancouver,VIP
507,Ana Daniels,34,Female,Quebec City,Basic
508,Samuel Joseph,67,Male,Calgary,Silver
509,Mark Leon,36,Male,Toronto,Basic
510,Bryan Harris,18,Male,Vancouver,Basic
511,Rachel Johnson,18,Female,Vancouver,Basic
512,Jacob Lara,24,Male,Montreal,Platinum
513,Lisa Miller,40,Female,Whistler,Basic
514,Zachary Higgins,36,Male,Halifax,Basic
515,Patricia Morrow,28,Female,Vancouver,Basic
516,Valerie Day,57,Female,Banff,Basic
517,Melanie Cooper,36,Female,Montreal,Basic
518,Penny Bowman,33,Female,Toronto,Silver
519,Tracy Reynolds,73,Female,Toronto,Basic
520,Amy Martinez,28,Female,Toronto,Basic
521,Carmen Morris,47,Female,Vancouver,Basic
522,Gregory Everett,29,Male,Victoria,Basic
523,Ryan King,33,Male,Quebec City,Basic
524,Juan Martinez,19,Male,Victoria,Gold
525,Kim Shaw,44,Female,Quebec City,Basic
526,Todd Moore,57,Male,Toronto,Platinum
527,Nathan Jacobs,53,Male,Whistler,Basic
528,Justin Bryan,44,Male,Halifax,Basic
529,Angel May,43,Male,Victoria,Basic
530,Marilyn Wang,25,Female,Vancouver,Gold
531,Margaret Jimenez,74,Female,Toronto,Silver
532,Donna Frye,29,Female,Toronto,Gold
533,Robert Cohen,18,Male,Mont-Tremblant,Silver
534,Angel Brown,32,Female,Calgary,Basic
535,John Harris,68,Male,Quebec City,Basic
536,Emily Higgins,47,Female,Vancouver,Basic
537,Shannon Hester,74,Female,Vancouver,Basic
538,Jacqueline Hoffman,29,Female,Montreal,Basic
539,Julie Adams,27,Female,Banff,Basic
540,Anne Roberts,41,Female,Halifax,Basic
541,Luis Wright,41,Male,Quebec City,Basic
542,Caitlin Murphy,54,Female,Vancouver,Basic
543,Emily Hines,53,Female,Vancouver,Silver
544,Jose Jimenez,21,Male,Whistler,Gold
545,Allison Landry,49,Female,Ottawa,Basic
546,Vincent Lewis,41,Male,Ottawa,Basic
547,Amber Simpson,36,Female,Calgary,Basic
548,Martha Ruiz,38,Female,Halifax,Gold
549,Ryan Jordan,20,Male,Ottawa,Silver
550,Monica Gallagher,75,Female,Vancouver,Basic
551,Jennifer Hudson,39,Female,Vancouver,Basic
552,Juan Jones,28,Male,Quebec City,Platinum
553,Pamela Ramirez,41,Female,Montreal,Basic
