employee_id,name,age,gender,schedule_id,store_id
230,Joseph Mckenzie,19,Male,53,18
231,Savannah Love,30,Female,65,18
232,Erin Suarez,38,Female,25,18
233,Michelle Clark,45,Female,36,18
234,Greg Terry,42,Male,45,18
235,Kathleen Gray,22,Female,13,18
236,Suzanne Miller,26,Female,68,18
237,Jordan Greene,32,Male,10,18
238,Daniel Allen,36,Male,17,18
239,Michele Sims,27,Female,22,18
240,William Bray,39,Male,21,19
241,Jeffrey Richardson,49,Male,77,19
242,Joanna Sanchez,49,Female,7,19
243,Shannon Hoover,40,Female,20,19
244,Katherine Lopez,38,Female,30,19
245,Sherry Garcia,51,Female,36,19
246,Jenna Shelton,51,Female,18,19
247,Brandi Romero,43,Female,78,19
248,Katelyn Bryant,33,Female,34,19
249,Kimberly Fisher,38,Female,51,19
250,James Smith,22,Male,57,19
251,Elizabeth Boyd,25,Female,45,19
252,Dawn Jones,46,Female,56,20
253,Jennifer Johnson,36,Female,41,20
254,Zachary Murray,35,Male,50,20
255,Madison Harris,29,Female,66,20
256,Sabrina Ellison,22,Female,43,20
257,Derek Hester,48,Male,33,20
258,Mr. Michael Payne,43,Male,62,20
259,William Smith,51,Male,76,20
260,Jason Henderson,21,Male,75,20
261,Katrina Garcia,36,Female,19,20
262,Michael Chavez,23,Male,5,20
263,Lauren Vargas,43,Female,37,20
264,Tammy Johnston,48,Female,72,21
265,Amanda Simpson,48,Female,80,21
266,Nicole Lowery,50,Female,30,21
267,Mark Holt,41,Male,65,21
268,Christopher Wagner,48,Male,26,21
269,Donald Austin,34,Male,48,21
270,Debra Flores,31,Female,33,21
271,Mr. Michael Guerra,25,Male,74,21
272,Kimberly Orozco,53,Female,10,21
273,John Chavez,19,Male,5,21
274,Alex Faulkner,54,Male,23,21
275,Toni Galloway,40,Female,6,21
276,Nina Combs,25,Female,37,22
277,Reginald Cannon,30,Male,43,22
278,Eric Clark,49,Male,24,22
279,Joseph Brown,49,Male,80,22
280,Kimberly Ramos,34,Female,31,22
281,Tonya Walker,37,Female,10,22
282,Jared Juarez,34,Male,1,22
283,Sandra Davis,33,Female,34,22
284,Larry Dean,41,Male,14,22
285,Trevor Lee,36,Male,49,22
286,Shane Costa,39,Male,16,22
287,Carl Anderson,39,Male,17,22
288,Christopher Williams,51,Male,53,23
289,Mary Jackson,46,Female,79,23
290,Steven Carr,28,Male,18,23
291,Heather Murray,25,Female,69,23
292,Norma Jones,53,Female,73,23
293,Michael Norris,21,Male,62,23
294,Denise Cunningham,31,Female,11,23
295,Jacob Norman,32,Male,26,23
296,Maria Brown,52,Female,32,23
297,Lisa Garcia,52,Female,36,23
298,Brianna Christensen,33,Female,77,23
299,John Matthews,35,Male,68,23
300,Karen Garner,23,Female,62,24
301,Sharon Andrews MD,22,Female,20,24
302,Angela Crawford,24,Female,52,24
303,Brianna Roberts,39,Female,5,24
304,Steve Brewer,33,Male,24,24
305,Jennifer Rodriguez,30,Female,45,24
306,Anthony Lee,49,Male,74,24
307,Jeffrey Watts,47,Male,54,24
308,Karen Hernandez,49,Female,78,24
309,Melissa Jackson,19,Female,59,24
310,Brittany Johnson,55,Female,28,24
311,Richard Young,18,Male,64,24
312,Jennifer Taylor,51,Female,76,24
313,Christina Mullen,24,Female,26,24
314,Alexandra Marshall,21,Female,12,25
315,Alvin Davis,49,Male,13,25
316,Felicia Yates,33,Female,73,25
317,Mrs. Julia Gilbert,22,Female,4,25
318,Paul Johnson,23,Male,20,25
319,Christopher Rodriguez,52,Male,33,25
320,Jamie Williams,19,Female,49,25
321,Stacey Rios,35,Female,76,25
322,Cody Johnson,51,Male,38,25
323,Emily Weeks,18,Female,30,25
324,Patrick Sparks,19,Male,67,25
325,Mr. Christopher Morton DVM,40,Male,69,25
326,Abigail Scott,51,Female,5,25
327,Anthony Good,42,Male,5,26
328,Olivia Carter,36,Female,67,26
329,Stephanie White,36,Female,32,26
330,Maria Smith,50,Female,70,26
331,Cindy Matthews,34,Female,10,26
332,Charles Oconnor,52,Male,75,26
333,Monica Aguilar,22,Female,68,26
334,Samantha Salinas,33,Female,40,26
335,Catherine Jensen,35,Female,59,26
336,Catherine May,35,Female,30,26
337,Anna Leblanc,28,Female,56,26
338,Blake Owens,38,Male,35,26
339,Michelle Johnson,38,Female,56,27
340,Mr. Travis Wilcox,41,Male,53,27
341,Joshua Rodriguez,31,Male,80,27
342,Ashley Andrews,44,Female,11,27
343,Tina Herrera,35,Female,9,27
344,Ann Trujillo,48,Female,69,27
345,Jennifer Todd,35,Female,73,27
346,Lisa Herrera,47,Female,59,27
347,John Patterson,41,Male,61,27
348,Veronica Craig,23,Female,66,27
349,Julie Kidd,34,Female,47,27
350,Jonathan Adams,52,Male,54,27
351,Allison Curry,26,Female,45,27
352,Mary Bray,31,Female,6,27
353,Brian Johnson IV,35,Male,49,28
354,Carlos Kim,36,Male,13,28
355,Jamie Mclaughlin,25,Male,5,28
356,Taylor Mack,45,Female,64,28
357,Dakota Franklin,48,Male,16,28
358,Carl Gonzalez,29,Male,3,28
359,David Fernandez,22,Male,23,28
360,Debra Blackburn,51,Female,63,28
361,Brooke Walker,27,Female,7,28
362,Mrs. Denise Lopez,20,Female,30,28
363,Adam Jones,31,Male,70,28
364,Natalie Vasquez,55,Female,66,28
365,Charles Smith,48,Male,17,28
366,April Clark,26,Female,9,29
367,Antonio Smith,47,Male,54,29
368,Danielle Carter,43,Female,60,29
369,Jamie Allen,39,Male,52,29
370,Aaron Black,46,Male,41,29
371,Richard Kidd,37,Male,11,29
372,Barbara Yates,33,Female,72,29
373,Troy Jefferson,53,Male,29,29
374,Nicole Burton,49,Female,31,29
375,Charles Simpson,50,Male,14,29
376,Natalie Perkins,35,Female,40,29
377,Raymond Acosta,28,Male,21,29
378,Lisa Price,46,Female,8,29
379,Morgan Evans,22,Female,24,30
380,Tiffany Bender DVM,35,Female,36,30
381,John Scott,46,Male,25,30
382,Amber Morse,49,Female,27,30
383,William Robertson,24,Male,39,30
384,Danielle Wilson,46,Female,56,30
385,Ruben Benton,48,Male,26,30
386,Anne Khan,23,Female,40,30
387,Mary Peters,24,Female,6,30
388,Deanna Mason,54,Female,29,30
389,Victor Parker,53,Male,75,30
390,Mr. David Abbott,28,Male,14,30
391,Heidi Nguyen,44,Female,39,31
392,Jennifer Johnson,49,Female,23,31
393,Tony Lawson,24,Male,24,31
394,Kevin Padilla,49,Male,40,31
395,Jeffrey Hernandez,53,Male,32,31
396,Amy Taylor,42,Female,69,31
397,Michelle Patrick,19,Female,15,31
398,Kimberly Davis,39,Female,74,31
399,Tammie Delgado,53,Female,12,31
400,Linda Wang,53,Female,38,31
401,Mrs. Stephanie Taylor,20,Female,73,31
402,Kathryn Jones,23,Female,61,31
403,Erika Taylor,35,Female,78,31
404,Susan Walsh,34,Female,45,31
405,Emily Tapia,18,Female,38,32
406,Whitney Smith,48,Female,32,32
407,Christopher Davis,36,Male,31,32
408,Trevor Arnold,45,Male,7,32
409,Kimberly Parks,48,Female,34,32
410,Mark Hartman,45,Male,60,32
411,Mrs. Alicia Wade,28,Female,76,32
412,Brian Johnson,32,Male,65,32
413,Carrie Brown,34,Female,46,32
414,Allison Miller,55,Female,39,32
415,Joseph Ellis,28,Male,41,32
416,Nathaniel Reese,41,Male,79,32
417,Victoria Martinez,26,Female,19,33
418,Timothy Simmons,42,Male,42,33
419,Calvin Pena,27,Male,59,33
420,Kim Brooks,29,Female,16,33
421,Jeffrey Walton,20,Male,34,33
422,Robin Vance,19,Female,62,33
423,Paul Collins,46,Male,72,33
424,Tracy Torres,31,Female,80,33
425,Brianna Gonzales,53,Female,40,33
426,Samuel Evans PhD,52,Male,17,33
427,Lisa Cook,36,Female,44,33
428,Kathryn Paul,21,Female,33,33
429,Daniel Dennis,38,Male,78,33
430,Brittany Young,33,Female,64,33
431,Jennifer Henry,46,Female,55,34
432,Christopher Bentley,29,Male,6,34
433,Nicole Martinez,52,Female,35,34
434,Troy Long,41,Male,80,34
435,Jordan Boone DDS,39,Male,53,34
436,Heather Hale,23,Female,12,34
437,Brittany Anderson,48,Female,57,34
438,Tina Howell MD,40,Female,33,34
439,Dr. Jeremy Chase III,31,Male,3,34
440,Kara Gallegos,25,Female,67,34
441,Laura Fowler,23,Female,43,34
442,Andrew Proctor,23,Male,46,34
443,Jordan Mason,19,Male,14,34
444,Elizabeth Thomas,18,Female,44,34
445,Sharon Cain,24,Female,17,35
446,Eric Barnes,32,Male,32,35
447,Jamie Hernandez,24,Female,16,35
448,Angie Gibbs,55,Female,1,35
449,David Rodgers,32,Male,67,35
450,Heather Andrews,20,Female,23,35
451,Wayne Keller,27,Male,72,35
452,Douglas Cardenas,32,Male,42,35
453,Ashley Page,33,Female,15,35
454,Christina Pierce,18,Female,5,35
455,John Smith,27,Male,2,35
456,David Perez,19,Male,77,35
457,Richard Mason,52,Male,69,35
458,Robert Ramsey,28,Male,47,36
459,Destiny Solis,35,Female,12,36
460,Wendy Sullivan,19,Female,28,36
461,Alicia Bradford,46,Female,52,36
462,Willie White,36,Male,16,36
463,Sherry Collins,47,Female,67,36
464,Douglas Pham,31,Male,8,36
465,Sharon Wilson,51,Female,26,36
466,Emily Manning,18,Female,18,36
467,April Bautista,40,Female,61,36
468,Brian Blair,51,Male,25,36
469,Janice Archer,20,Female,44,36
470,Amy Hale,35,Female,73,36
471,Jillian Clayton,34,Female,23,37
472,Susan Williams,49,Female,68,37
473,Donald Mays,32,Male,30,37
474,Thomas Wells,48,Male,6,37
475,Brian Vaughn,51,Male,43,37
476,Kevin Owens,46,Male,51,37
477,Jennifer Norman,43,Female,78,37
478,Mark Hughes,25,Male,73,37
479,Paige Case,44,Female,42,37
480,Luis Potter,49,Male,5,37
481,Jordan Garcia,45,Male,45,37
482,Ryan Fields,39,Male,26,37
483,Gary Diaz,34,Male,19,37
484,Barbara Harris,43,Female,52,37
485,Courtney Moreno,27,Female,67,38
486,Alexander Livingston,36,Male,57,38
487,Megan Hood,20,Female,51,38
488,Aaron Taylor,36,Male,1,38
489,Philip Espinoza,23,Male,24,38
490,Theresa Rodriguez,45,Female,69,38
491,Melissa Rodriguez,55,Female,44,38
492,William Moore,37,Male,59,38
493,Michael Koch,21,Male,75,38
494,Victoria King,35,Female,20,38
495,Bryan Gonzalez,49,Male,38,38
496,Cristina West,28,Female,19,38
497,Scott Yoder,38,Male,68,38
498,Rebecca Payne,53,Female,60,39
499,Mitchell Diaz,29,Male,9,39
500,Sharon Mason,40,Female,55,39
501,Matthew Caldwell,51,Male,50,39
502,Rebecca Taylor,28,Female,42,39
503,Victor Martin,24,Male,61,39
504,Jeanette Johnson,32,Female,34,39
505,Lindsey Hines DDS,26,Female,46,39
506,Debbie Estrada,35,Female,39,39
507,Rebecca Fleming,32,Female,13,39
508,Jessica Vaughn,27,Female,67,39
509,Samuel Rocha,47,Male,62,39
510,Nicole Rich,32,Female,15,40
511,Erica Fitzgerald,35,Female,18,40
512,Stephanie Colon,19,Female,77,40
513,Aaron Pennington,31,Male,4,40
514,Helen Krause,55,Female,26,40
515,Mariah Wang,33,Female,60,40
516,Brooke Allison,35,Female,21,40
517,Melissa Harvey,48,Female,52,40
518,Laura Roberts,25,Female,32,40
519,Jonathan Robinson,24,Male,23,40
520,Thomas Rodgers,37,Male,24,40
521,Robert Cervantes,50,Male,13,40
522,Darryl Hernandez,49,Male,31,40
523,Andrea Alvarez,31,Female,22,40
524,Robert Pierce,38,Male,25,41
525,Donna Marquez,28,Female,54,41
526,Michael Walls,52,Male,26,41
527,Crystal Pierce,24,Female,68,41
528,Gabriel Wilkins,32,Male,5,41
529,Donald Jimenez,46,Male,2,41
530,Wendy Henry,22,Female,37,41
531,Kevin Coleman,37,Male,41,41
532,Francisco Wright,42,Male,15,41
533,Natasha Rocha,45,Female,80,41
534,Kimberly Jones,42,Female,21,41
535,Johnathan Aguirre,25,Male,38,41
536,Leslie Hubbard,20,Female,72,41
537,Annette Cox,42,Female,20,42
538,Scott Fowler,30,Male,72,42
539,Robert Murray,54,Male,3,42
540,Janet Hernandez,27,Female,4,42
541,Jeffrey Rojas,22,Male,27,42
542,Raymond Henderson MD,32,Male,28,42
543,Hunter Alexander,39,Male,38,42
544,Christina Serrano,38,Female,52,42
545,Heidi Trujillo,27,Female,10,42
546,Karen Cooley,25,Female,79,42
547,Karen Sharp,23,Female,34,42
548,John Parker,26,Male,23,42
549,Alexis Lopez,36,Female,15,43
550,Samantha Pittman,49,Female,28,43
551,Frederick Stevens,44,Male,68,43
552,Anthony Hart,54,Male,60,43
553,Randy Foster,40,Male,37,43
554,Vicki Barry,21,Female,3,43
555,Jose Evans,21,Male,38,43
556,Jennifer King,47,Female,19,43
557,Marissa Bennett,35,Female,41,43
558,Karen Jones,54,Female,7,43
559,Christine Morgan,46,Female,74,43
560,Tracy Morales,24,Female,64,43
561,Brenda Munoz,52,Female,61,44
562,Joseph Bowen,43,Male,21,44
563,Lisa Russell,25,Female,6,44
564,Andre Baker,44,Male,76,44
565,Joseph Long,35,Male,77,44
566,Christopher Benson,31,Male,27,44
567,Richard Green,54,Male,18,44
568,Alexander Warren,52,Male,78,44
569,Raymond Wells,22,Male,56,44
570,Natalie Krueger,22,Female,8,44
571,Scott Patterson,55,Male,22,44
572,Adam Lee,46,Male,36,44
573,Frank Cole,37,Male,41,44
574,Jonathan Macias,40,Male,13,44
575,Gina Scott,47,Female,26,45
576,Angela Bush,24,Female,78,45
577,Sandra Rose,40,Female,8,45
578,Catherine Clark,29,Female,17,45
579,Ryan Gibson,54,Male,66,45
580,Anthony Thompson,43,Male,71,45
581,Charles Garcia,26,Male,77,45
582,Russell Greer,49,Male,45,45
583,Katherine Lawson,52,Female,48,45
584,Mr. Christopher Chan,28,Male,36,45
585,Stephen Watson,41,Male,57,45
586,Ryan Powell,35,Male,14,45
587,Amanda Thompson,23,Female,15,45
588,Jessica Lane,25,Female,35,45
589,Selena White,46,Female,66,46
590,Christopher Gutierrez,28,Male,75,46
591,Mr. Joshua Davis,50,Male,24,46
592,Deborah Gregory MD,42,Female,4,46
593,Antonio Payne,40,Male,38,46
594,Joanne Stephenson,26,Female,69,46
595,Tammy Drake,23,Female,65,46
596,Tammy Griffin,41,Female,55,46
597,Stephen Jennings,41,Male,3,46
598,Eddie Gonzalez,46,Male,22,46
599,Sandy White,31,Female,20,46
600,Jamie Walker,36,Female,34,46
601,Robert Moore,51,Male,17,47
602,Jill Werner,27,Female,68,47
603,Aaron Walker,55,Male,30,47
604,Natalie Avila,18,Female,3,47
605,Antonio Ibarra,50,Male,75,47
606,Lisa Hatfield,24,Female,27,47
607,Michael Robinson,30,Male,20,47
608,Cameron Haynes,39,Male,41,47
609,Katherine Weaver MD,44,Female,23,47
610,Bruce Hughes,20,Male,16,47
611,Anthony Proctor,37,Male,78,47
612,Jeffrey Martinez,28,Male,67,47
613,Jennifer Foster,55,Female,58,47
614,Christopher Roy,42,Male,34,48
615,Elizabeth Rowland,37,Female,6,48
616,Dennis Curry,26,Male,7,48
617,Alexander Sharp,22,Male,39,48
618,Joshua Turner,19,Male,21,48
619,Nicole Chaney,26,Female,40,48
620,Ryan Smith,52,Male,74,48
621,Alexandra Espinoza,52,Female,25,48
622,Toni Richard,19,Female,54,48
623,Christopher Ingram,34,Male,79,48
624,Ricardo Blackburn,47,Male,49,48
625,David Johnson,53,Male,38,48
626,Kenneth Johnson,54,Male,20,48
627,Steven Bailey,20,Male,24,48
628,Daniel Smith,41,Male,61,49
629,Heather Williams,39,Female,66,49
630,Taylor Trujillo,26,Male,74,49
631,William Wilson,30,Male,75,49
632,Courtney Morgan,55,Female,50,49
633,Michelle Merritt,27,Female,38,49
634,Jared Gordon,37,Male,43,49
635,Kristina Neal,39,Female,15,49
636,Cheryl Parsons,44,Female,44,49
637,Christopher Horn,21,Male,13,49
638,Christopher Simmons,51,Male,60,49
639,Joshua Reed,35,Male,35,49
640,Joshua Brewer,28,Male,36,50
641,Sandra Kramer,50,Female,5,50
642,Brandon Hobbs,30,Male,44,50
643,Penny Potter,40,Female,66,50
644,Susan Carr,53,Female,70,50
645,Tiffany Wilson,28,Female,22,50
646,Kathleen Gonzalez,34,Female,23,50
647,Ellen Watson,49,Female,32,50
648,Terrence Cruz,32,Male,35,50
649,Sharon Davidson,32,Female,75,50
650,Steven Peterson,36,Male,10,50
651,Brent Anderson MD,27,Male,58,50
652,Daryl Olson,29,Male,39,51
653,Jennifer Raymond,40,Female,25,51
654,Donald Flores,41,Male,33,51
655,Jordan Hardin,42,Male,32,51
656,Ashley Bullock,20,Female,35,51
657,Stefanie Simmons,53,Female,24,51
658,Randall Johnson,30,Male,49,51
659,Christopher Harmon,43,Male,65,51
660,Debra Baxter,19,Female,58,51
661,Cheryl Thornton,52,Female,12,51
662,Melissa Dalton,40,Female,56,51
663,Evan Nelson,21,Male,43,51
664,Brenda Perkins,36,Female,18,51
665,Cynthia Skinner,48,Female,42,51
666,Jessica Lowery,47,Female,15,52
667,Brenda Owens,22,Female,39,52
668,Mrs. Natalie Heath,19,Female,14,52
669,Anna Gardner,24,Female,3,52
670,David Yates,40,Male,55,52
671,Timothy Moody,37,Male,5,52
672,Nancy Costa,19,Female,26,52
673,Kimberly Vasquez,25,Female,76,52
674,Mark Gallegos,47,Male,13,52
675,Christine Young,53,Female,9,52
676,Kevin Grant,38,Male,31,52
677,Hunter Williamson,49,Male,37,52
678,Gerald Moran,47,Male,29,52
679,Tyler Hill,36,Male,39,53
680,Felicia Gordon,28,Female,12,53
681,Nicolas Moreno,47,Male,19,53
682,Kimberly Kaufman,32,Female,40,53
683,Jeffrey Leon,35,Male,43,53
684,Richard Smith,40,Male,35,53
685,James Martinez,37,Male,55,53
686,Carol Torres,30,Female,50,53
687,Richard Golden,43,Male,65,53
688,Bobby Richards,29,Male,46,53
689,Christopher White,19,Male,54,53
690,Nicole Ferguson,51,Female,51,53
691,Robert Peck,53,Male,18,53
692,Peter Zhang,53,Male,4,53
693,Kristen Lopez,44,Female,18,54
694,Stanley Lucas,32,Male,43,54
695,Theresa Mcguire,26,Female,75,54
696,Donald Roberts,49,Male,58,54
697,Linda French,24,Female,71,54
698,Matthew Foster,31,Male,59,54
699,Jeremy Taylor,50,Male,4,54
700,Dennis Guerra,29,Male,16,54
701,Ryan Mccarty,22,Male,15,54
702,Cheyenne Jones,33,Female,32,54
703,Matthew Smith,48,Male,33,54
704,Benjamin Mclaughlin,18,Male,21,54
705,Colleen Wood,18,Female,73,54
706,Manuel Taylor,34,Male,22,54
707,Julie Miller,18,Female,33,55
708,James Smith,28,Male,20,55
709,Traci Huynh,44,Female,31,55
710,Katelyn Johnson,37,Female,48,55
711,James Mclean,31,Male,19,55
712,Sandra Brown,53,Female,52,55
713,Seth Myers II,32,Male,24,55
714,Todd Smith,46,Male,46,55
715,Darren Thompson,44,Male,5,55
